Date,Date,Open,High,Low,Close,Volume,Turnover,Year,Month,Day,WeekOfYear,vol_(t+1),volume_shock,VOL_SHOCK_DIR,price_t+1,price_shock,price_black_swan,PRICE_SHOCK_DIR,BLACK_SWAN_SHOCK_DIR,not_vol_shock,price_shock_w/0_vol_shock
2015-02-11,2015-02-11,2455.05,2487.25,2447.25,2459.9,1468761,362628302270000.0,2015,2,11,7,1899527.0,1,1.0,2441.15,0,0,,,0,0
2015-02-12,2015-02-12,2479.8,2479.8,2447.0,2462.15,1553990,382678652105000.0,2015,2,12,7,1468761.0,0,,2459.9,0,0,,,1,0
2015-02-13,2015-02-13,2470.0,2547.75,2460.25,2538.75,2079163,521556316975000.0,2015,2,13,7,1553990.0,1,0.0,2462.15,1,1,0.0,0.0,0,0
2015-02-14,2015-02-13,2470.0,2547.75,2460.25,2538.75,2079163,521556316975000.0,2015,2,13,7,2079163.0,0,,2538.75,0,0,,,1,0
2015-02-15,2015-02-13,2470.0,2547.75,2460.25,2538.75,2079163,521556316975000.0,2015,2,13,7,2079163.0,0,,2538.75,0,0,,,1,0
2015-02-16,2015-02-16,2560.0,2595.0,2555.0,2584.8,1182196,304649182215000.0,2015,2,16,8,2079163.0,1,1.0,2538.75,0,0,,,0,0
2015-02-17,2015-02-16,2560.0,2595.0,2555.0,2584.8,1182196,304649182215000.0,2015,2,16,8,1182196.0,0,,2584.8,0,0,,,1,0
2015-02-18,2015-02-18,2585.05,2643.0,2565.25,2635.65,1330007,346471599800000.0,2015,2,18,8,1182196.0,1,0.0,2584.8,0,0,,,0,0
2015-02-19,2015-02-19,2636.0,2687.3,2635.0,2681.05,1309001,348256421615000.0,2015,2,19,8,1330007.0,0,,2635.65,0,0,,,1,0
2015-02-20,2015-02-20,2698.8,2698.8,2642.25,2675.55,900794,240742310540000.0,2015,2,20,8,1309001.0,1,1.0,2681.05,0,0,,,0,0
2015-02-21,2015-02-20,2698.8,2698.8,2642.25,2675.55,900794,240742310540000.0,2015,2,20,8,900794.0,0,,2675.55,0,0,,,1,0
2015-02-22,2015-02-20,2698.8,2698.8,2642.25,2675.55,900794,240742310540000.0,2015,2,20,8,900794.0,0,,2675.55,0,0,,,1,0
2015-02-23,2015-02-23,2671.0,2722.0,2671.0,2696.65,807446,218165997730000.03,2015,2,23,9,900794.0,1,1.0,2675.55,0,0,,,0,0
2015-02-24,2015-02-24,2694.0,2730.0,2679.0,2704.75,1099961,298018637415000.0,2015,2,24,9,807446.0,1,0.0,2696.65,0,0,,,0,0
2015-02-25,2015-02-25,2710.0,2722.0,2667.85,2672.2,883997,238162963395000.0,2015,2,25,9,1099961.0,1,1.0,2704.75,0,0,,,0,0
2015-02-26,2015-02-26,2679.0,2692.75,2625.35,2656.45,995997,264468013900000.0,2015,2,26,9,883997.0,1,0.0,2672.2,0,0,,,0,0
2015-02-27,2015-02-27,2659.45,2675.75,2616.3,2662.35,1438688,380942113730000.0,2015,2,27,9,995997.0,1,0.0,2656.45,0,0,,,0,0
2015-02-28,2015-02-28,2677.0,2687.1,2643.0,2675.25,589498,157284897685000.0,2015,2,28,9,1438688.0,1,1.0,2662.35,0,0,,,0,0
2015-03-01,2015-02-28,2677.0,2687.1,2643.0,2675.25,589498,157284897685000.0,2015,2,28,9,589498.0,0,,2675.25,0,0,,,1,0
2015-03-02,2015-03-02,2679.7,2708.95,2652.55,2669.4,1088019,289953630685000.0,2015,3,2,10,589498.0,1,0.0,2675.25,0,0,,,0,0
2015-03-03,2015-03-03,2682.0,2790.0,2676.15,2776.0,1712154,470557654690000.0,2015,3,3,10,1088019.0,1,0.0,2669.4,1,1,0.0,0.0,0,0
2015-03-04,2015-03-04,2788.0,2812.1,2715.65,2746.0,1931497,533680616540000.0,2015,3,4,10,1712154.0,1,0.0,2776.0,0,0,,,0,0
2015-03-05,2015-03-05,2750.0,2770.7,2681.05,2696.45,1086757,294901337805000.0,2015,3,5,10,1931497.0,1,1.0,2746.0,0,0,,,0,0
2015-03-06,2015-03-05,2750.0,2770.7,2681.05,2696.45,1086757,294901337805000.0,2015,3,5,10,1086757.0,0,,2696.45,0,0,,,1,0
2015-03-07,2015-03-05,2750.0,2770.7,2681.05,2696.45,1086757,294901337805000.0,2015,3,5,10,1086757.0,0,,2696.45,0,0,,,1,0
2015-03-08,2015-03-05,2750.0,2770.7,2681.05,2696.45,1086757,294901337805000.0,2015,3,5,10,1086757.0,0,,2696.45,0,0,,,1,0
2015-03-09,2015-03-09,2640.0,2679.8,2610.0,2646.8,1441587,381692236075000.0,2015,3,9,11,1086757.0,1,0.0,2696.45,0,0,,,0,0
2015-03-10,2015-03-10,2648.9,2678.25,2595.25,2642.7,1518526,399794140460000.0,2015,3,10,11,1441587.0,0,,2646.8,0,0,,,1,0
2015-03-11,2015-03-11,2642.0,2659.95,2597.8,2606.55,1120100,293790867555000.0,2015,3,11,11,1518526.0,1,1.0,2642.7,0,0,,,0,0
2015-03-12,2015-03-12,2623.9,2624.9,2590.1,2619.05,913818,238210017760000.0,2015,3,12,11,1120100.0,1,1.0,2606.55,0,0,,,0,0
2015-03-13,2015-03-13,2638.0,2639.95,2575.0,2582.35,793419,205872125680000.0,2015,3,13,11,913818.0,1,1.0,2619.05,0,0,,,0,0
2015-03-14,2015-03-13,2638.0,2639.95,2575.0,2582.35,793419,205872125680000.0,2015,3,13,11,793419.0,0,,2582.35,0,0,,,1,0
2015-03-15,2015-03-13,2638.0,2639.95,2575.0,2582.35,793419,205872125680000.0,2015,3,13,11,793419.0,0,,2582.35,0,0,,,1,0
2015-03-16,2015-03-16,2585.2,2610.0,2552.0,2562.3,778148,200753225295000.0,2015,3,16,12,793419.0,0,,2582.35,0,0,,,1,0
2015-03-17,2015-03-17,2582.5,2606.7,2557.75,2583.7,633659,163652693925000.0,2015,3,17,12,778148.0,1,1.0,2562.3,0,0,,,0,0
2015-03-18,2015-03-18,2590.95,2599.45,2551.7,2559.35,627585,160778503890000.0,2015,3,18,12,633659.0,0,,2583.7,0,0,,,1,0
2015-03-19,2015-03-19,2576.0,2605.85,2568.1,2596.25,1224482,317930347245000.0,2015,3,19,12,627585.0,1,0.0,2559.35,0,0,,,0,0
2015-03-20,2015-03-20,2596.0,2618.0,2578.85,2610.95,981954,256142270235000.0,2015,3,20,12,1224482.0,1,1.0,2596.25,0,0,,,0,0
2015-03-21,2015-03-20,2596.0,2618.0,2578.85,2610.95,981954,256142270235000.0,2015,3,20,12,981954.0,0,,2610.95,0,0,,,1,0
2015-03-22,2015-03-20,2596.0,2618.0,2578.85,2610.95,981954,256142270235000.0,2015,3,20,12,981954.0,0,,2610.95,0,0,,,1,0
2015-03-23,2015-03-23,2616.0,2631.0,2606.0,2617.15,783304,204969532200000.0,2015,3,23,13,981954.0,1,1.0,2610.95,0,0,,,0,0
2015-03-24,2015-03-24,2630.0,2637.0,2582.1,2591.3,1197439,313440933310000.0,2015,3,24,13,783304.0,1,0.0,2617.15,0,0,,,0,0
2015-03-25,2015-03-25,2591.4,2614.0,2545.2,2573.75,1112429,286482690440000.0,2015,3,25,13,1197439.0,0,,2591.3,0,0,,,1,0
2015-03-26,2015-03-26,2553.3,2586.7,2501.0,2513.1,1545821,391966545665000.0,2015,3,26,13,1112429.0,1,0.0,2573.75,1,1,1.0,1.0,0,0
2015-03-27,2015-03-27,2531.0,2571.9,2504.1,2514.8,1375888,349025716790000.0,2015,3,27,13,1545821.0,1,1.0,2513.1,0,0,,,0,0
2015-03-28,2015-03-27,2531.0,2571.9,2504.1,2514.8,1375888,349025716790000.0,2015,3,27,13,1375888.0,0,,2514.8,0,0,,,1,0
2015-03-29,2015-03-27,2531.0,2571.9,2504.1,2514.8,1375888,349025716790000.0,2015,3,27,13,1375888.0,0,,2514.8,0,0,,,1,0
2015-03-30,2015-03-30,2525.0,2569.9,2520.0,2564.15,669503,170467464790000.0,2015,3,30,14,1375888.0,1,1.0,2514.8,0,0,,,0,0
2015-03-31,2015-03-31,2569.45,2569.45,2521.0,2553.95,1213514,309221533160000.0,2015,3,31,14,669503.0,1,0.0,2564.15,0,0,,,0,0
2015-04-01,2015-04-01,2558.0,2563.6,2522.25,2542.65,1037879,263498131745000.0,2015,4,1,14,1213514.0,1,1.0,2553.95,0,0,,,0,0
2015-04-02,2015-04-01,2558.0,2563.6,2522.25,2542.65,1037879,263498131745000.0,2015,4,1,14,1037879.0,0,,2542.65,0,0,,,1,0
2015-04-03,2015-04-01,2558.0,2563.6,2522.25,2542.65,1037879,263498131745000.0,2015,4,1,14,1037879.0,0,,2542.65,0,0,,,1,0
2015-04-04,2015-04-01,2558.0,2563.6,2522.25,2542.65,1037879,263498131745000.0,2015,4,1,14,1037879.0,0,,2542.65,0,0,,,1,0
2015-04-05,2015-04-01,2558.0,2563.6,2522.25,2542.65,1037879,263498131745000.0,2015,4,1,14,1037879.0,0,,2542.65,0,0,,,1,0
2015-04-06,2015-04-06,2558.0,2562.9,2500.1,2547.3,784271,198540479680000.0,2015,4,6,15,1037879.0,1,1.0,2542.65,0,0,,,0,0
2015-04-07,2015-04-07,2562.45,2599.0,2544.0,2585.0,943461,242611136905000.03,2015,4,7,15,784271.0,1,0.0,2547.3,0,0,,,0,0
2015-04-08,2015-04-08,2594.0,2656.5,2590.85,2641.4,826067,217420827940000.0,2015,4,8,15,943461.0,1,1.0,2585.0,1,1,0.0,0.0,0,0
2015-04-09,2015-04-09,2659.0,2687.45,2635.15,2664.55,1272225,338201771475000.0,2015,4,9,15,826067.0,1,0.0,2641.4,0,0,,,0,0
2015-04-10,2015-04-10,2648.5,2670.8,2628.0,2653.75,907772,240413514280000.03,2015,4,10,15,1272225.0,1,1.0,2664.55,0,0,,,0,0
2015-04-11,2015-04-10,2648.5,2670.8,2628.0,2653.75,907772,240413514280000.03,2015,4,10,15,907772.0,0,,2653.75,0,0,,,1,0
2015-04-12,2015-04-10,2648.5,2670.8,2628.0,2653.75,907772,240413514280000.03,2015,4,10,15,907772.0,0,,2653.75,0,0,,,1,0
2015-04-13,2015-04-13,2664.0,2665.0,2628.0,2655.5,654321,173401144210000.0,2015,4,13,16,907772.0,1,1.0,2653.75,0,0,,,0,0
2015-04-14,2015-04-13,2664.0,2665.0,2628.0,2655.5,654321,173401144210000.0,2015,4,13,16,654321.0,0,,2655.5,0,0,,,1,0
2015-04-15,2015-04-15,2654.7,2713.9,2609.4,2627.75,1456967,385551302470000.0,2015,4,15,16,654321.0,1,0.0,2655.5,0,0,,,0,0
2015-04-16,2015-04-16,2626.95,2627.0,2571.35,2582.8,1608785,416641607920000.0,2015,4,16,16,1456967.0,0,,2627.75,0,0,,,1,0
2015-04-17,2015-04-17,2557.1,2560.0,2470.0,2474.85,4834371,1206434982295000.0,2015,4,17,16,1608785.0,1,0.0,2582.8,1,1,1.0,1.0,0,0
2015-04-18,2015-04-17,2557.1,2560.0,2470.0,2474.85,4834371,1206434982295000.0,2015,4,17,16,4834371.0,0,,2474.85,0,0,,,1,0
2015-04-19,2015-04-17,2557.1,2560.0,2470.0,2474.85,4834371,1206434982295000.0,2015,4,17,16,4834371.0,0,,2474.85,0,0,,,1,0
2015-04-20,2015-04-20,2480.05,2483.9,2424.85,2428.8,1445361,352590267395000.0,2015,4,20,17,4834371.0,1,1.0,2474.85,0,0,,,0,0
2015-04-21,2015-04-21,2428.8,2452.0,2401.0,2427.05,1273016,309446530515000.0,2015,4,21,17,1445361.0,1,1.0,2428.8,0,0,,,0,0
2015-04-22,2015-04-22,2431.5,2473.0,2407.55,2445.1,2093406,508334211700000.0,2015,4,22,17,1273016.0,1,0.0,2427.05,0,0,,,0,0
2015-04-23,2015-04-23,2472.0,2479.8,2431.7,2457.25,2171495,534363755360000.06,2015,4,23,17,2093406.0,0,,2445.1,0,0,,,1,0
2015-04-24,2015-04-24,2455.3,2514.0,2447.55,2493.05,1812579,451014638785000.06,2015,4,24,17,2171495.0,1,1.0,2457.25,0,0,,,0,0
2015-04-25,2015-04-24,2455.3,2514.0,2447.55,2493.05,1812579,451014638785000.06,2015,4,24,17,1812579.0,0,,2493.05,0,0,,,1,0
2015-04-26,2015-04-24,2455.3,2514.0,2447.55,2493.05,1812579,451014638785000.06,2015,4,24,17,1812579.0,0,,2493.05,0,0,,,1,0
2015-04-27,2015-04-27,2499.5,2520.0,2486.0,2500.2,1366526,341828002790000.0,2015,4,27,18,1812579.0,1,1.0,2493.05,0,0,,,0,0
2015-04-28,2015-04-28,2510.0,2510.0,2455.1,2495.0,1544149,382510591630000.0,2015,4,28,18,1366526.0,1,0.0,2500.2,0,0,,,0,0
2015-04-29,2015-04-29,2484.0,2495.0,2451.05,2487.3,1009810,249655948465000.0,2015,4,29,18,1544149.0,1,1.0,2495.0,0,0,,,0,0
2015-04-30,2015-04-30,2480.0,2490.0,2427.1,2463.7,1869027,459977844870000.0,2015,4,30,18,1009810.0,1,0.0,2487.3,0,0,,,0,0
2015-05-01,2015-04-30,2480.0,2490.0,2427.1,2463.7,1869027,459977844870000.0,2015,4,30,18,1869027.0,0,,2463.7,0,0,,,1,0
2015-05-02,2015-04-30,2480.0,2490.0,2427.1,2463.7,1869027,459977844870000.0,2015,4,30,18,1869027.0,0,,2463.7,0,0,,,1,0
2015-05-03,2015-04-30,2480.0,2490.0,2427.1,2463.7,1869027,459977844870000.0,2015,4,30,18,1869027.0,0,,2463.7,0,0,,,1,0
2015-05-04,2015-05-04,2491.0,2504.8,2457.2,2481.55,945315,234073697215000.0,2015,5,4,19,1869027.0,1,1.0,2463.7,0,0,,,0,0
2015-05-05,2015-05-05,2501.0,2536.45,2500.0,2517.85,1627535,409966148545000.0,2015,5,5,19,945315.0,1,0.0,2481.55,0,0,,,0,0
2015-05-06,2015-05-06,2515.0,2515.0,2455.8,2463.05,1697203,418947716170000.0,2015,5,6,19,1627535.0,0,,2517.85,1,1,1.0,1.0,1,1
2015-05-07,2015-05-07,2464.9,2553.75,2453.7,2545.25,1602514,404255751035000.0,2015,5,7,19,1697203.0,0,,2463.05,1,1,0.0,0.0,1,1
2015-05-08,2015-05-08,2560.0,2588.0,2516.3,2527.25,1501832,383278539450000.0,2015,5,8,19,1602514.0,0,,2545.25,0,0,,,1,0
2015-05-09,2015-05-08,2560.0,2588.0,2516.3,2527.25,1501832,383278539450000.0,2015,5,8,19,1501832.0,0,,2527.25,0,0,,,1,0
2015-05-10,2015-05-08,2560.0,2588.0,2516.3,2527.25,1501832,383278539450000.0,2015,5,8,19,1501832.0,0,,2527.25,0,0,,,1,0
2015-05-11,2015-05-11,2535.0,2563.05,2525.0,2556.0,1286541,328076548915000.0,2015,5,11,20,1501832.0,1,1.0,2527.25,0,0,,,0,0
2015-05-12,2015-05-12,2560.0,2565.0,2513.0,2522.9,1233693,311495784250000.0,2015,5,12,20,1286541.0,0,,2556.0,0,0,,,1,0
2015-05-13,2015-05-13,2547.0,2547.0,2480.45,2515.4,931887,233944172500000.0,2015,5,13,20,1233693.0,1,1.0,2522.9,0,0,,,0,0
2015-05-14,2015-05-14,2520.0,2520.0,2485.0,2499.25,654525,163309628080000.0,2015,5,14,20,931887.0,1,1.0,2515.4,0,0,,,0,0
2015-05-15,2015-05-15,2515.0,2532.4,2501.0,2511.15,730727,183571305660000.0,2015,5,15,20,654525.0,1,0.0,2499.25,0,0,,,0,0
2015-05-16,2015-05-15,2515.0,2532.4,2501.0,2511.15,730727,183571305660000.0,2015,5,15,20,730727.0,0,,2511.15,0,0,,,1,0
2015-05-17,2015-05-15,2515.0,2532.4,2501.0,2511.15,730727,183571305660000.0,2015,5,15,20,730727.0,0,,2511.15,0,0,,,1,0
2015-05-18,2015-05-18,2514.1,2525.25,2497.1,2520.4,2253876,564689060255000.0,2015,5,18,21,730727.0,1,0.0,2511.15,0,0,,,0,0
2015-05-19,2015-05-19,2519.4,2530.0,2496.75,2512.7,978861,245887370645000.0,2015,5,19,21,2253876.0,1,1.0,2520.4,0,0,,,0,0
2015-05-20,2015-05-20,2520.0,2569.9,2516.9,2557.05,948907,241979005775000.0,2015,5,20,21,978861.0,0,,2512.7,0,0,,,1,0
2015-05-21,2015-05-21,2557.0,2580.0,2548.15,2555.5,789789,202646360790000.0,2015,5,21,21,948907.0,1,1.0,2557.05,0,0,,,0,0
2015-05-22,2015-05-22,2550.0,2628.75,2539.25,2617.9,1345816,349190591545000.0,2015,5,22,21,789789.0,1,0.0,2555.5,1,1,0.0,0.0,0,0
2015-05-23,2015-05-22,2550.0,2628.75,2539.25,2617.9,1345816,349190591545000.0,2015,5,22,21,1345816.0,0,,2617.9,0,0,,,1,0
2015-05-24,2015-05-22,2550.0,2628.75,2539.25,2617.9,1345816,349190591545000.0,2015,5,22,21,1345816.0,0,,2617.9,0,0,,,1,0
2015-05-25,2015-05-25,2620.0,2636.9,2585.7,2601.0,491489,128083358180000.0,2015,5,25,22,1345816.0,1,1.0,2617.9,0,0,,,0,0
2015-05-26,2015-05-26,2605.0,2623.25,2588.9,2608.85,980870,256024103810000.0,2015,5,26,22,491489.0,1,0.0,2601.0,0,0,,,0,0
2015-05-27,2015-05-27,2608.0,2633.15,2592.0,2615.25,810345,211966247105000.0,2015,5,27,22,980870.0,1,1.0,2608.85,0,0,,,0,0
2015-05-28,2015-05-28,2603.9,2623.0,2582.25,2609.5,1381804,360180969170000.0,2015,5,28,22,810345.0,1,0.0,2615.25,0,0,,,0,0
2015-05-29,2015-05-29,2617.0,2648.6,2597.25,2610.3,2211766,578269551475000.0,2015,5,29,22,1381804.0,1,0.0,2609.5,0,0,,,0,0
2015-05-30,2015-05-29,2617.0,2648.6,2597.25,2610.3,2211766,578269551475000.0,2015,5,29,22,2211766.0,0,,2610.3,0,0,,,1,0
2015-05-31,2015-05-29,2617.0,2648.6,2597.25,2610.3,2211766,578269551475000.0,2015,5,29,22,2211766.0,0,,2610.3,0,0,,,1,0
2015-06-01,2015-06-01,2609.45,2647.1,2608.35,2617.75,441132,115683989800000.0,2015,6,1,23,2211766.0,1,1.0,2610.3,0,0,,,0,0
2015-06-02,2015-06-02,2616.0,2630.0,2590.5,2599.9,1967910,512747187110000.06,2015,6,2,23,441132.0,1,0.0,2617.75,0,0,,,0,0
2015-06-03,2015-06-03,2604.0,2625.6,2590.5,2610.9,902342,235655199660000.0,2015,6,3,23,1967910.0,1,1.0,2599.9,0,0,,,0,0
2015-06-04,2015-06-04,2617.1,2622.8,2588.5,2605.65,2065734,538497445995000.0,2015,6,4,23,902342.0,1,0.0,2610.9,0,0,,,0,0
2015-06-05,2015-06-05,2592.0,2609.0,2570.0,2575.85,1154267,298206645760000.0,2015,6,5,23,2065734.0,1,1.0,2605.65,0,0,,,0,0
2015-06-06,2015-06-05,2592.0,2609.0,2570.0,2575.85,1154267,298206645760000.0,2015,6,5,23,1154267.0,0,,2575.85,0,0,,,1,0
2015-06-07,2015-06-05,2592.0,2609.0,2570.0,2575.85,1154267,298206645760000.0,2015,6,5,23,1154267.0,0,,2575.85,0,0,,,1,0
2015-06-08,2015-06-08,2590.0,2590.0,2561.65,2577.45,785160,202278895920000.0,2015,6,8,24,1154267.0,1,1.0,2575.85,0,0,,,0,0
2015-06-09,2015-06-09,2585.0,2590.0,2551.0,2561.65,1289457,331973563270000.0,2015,6,9,24,785160.0,1,0.0,2577.45,0,0,,,0,0
2015-06-10,2015-06-10,2566.0,2610.0,2563.8,2600.75,1381675,357380330830000.0,2015,6,10,24,1289457.0,0,,2561.65,0,0,,,1,0
2015-06-11,2015-06-11,2605.5,2613.0,2556.75,2571.3,923668,238769812970000.0,2015,6,11,24,1381675.0,1,1.0,2600.75,0,0,,,0,0
2015-06-12,2015-06-12,2571.9,2588.95,2476.8,2505.8,1285728,324865219385000.0,2015,6,12,24,923668.0,1,0.0,2571.3,1,1,1.0,1.0,0,0
2015-06-13,2015-06-12,2571.9,2588.95,2476.8,2505.8,1285728,324865219385000.0,2015,6,12,24,1285728.0,0,,2505.8,0,0,,,1,0
2015-06-14,2015-06-12,2571.9,2588.95,2476.8,2505.8,1285728,324865219385000.0,2015,6,12,24,1285728.0,0,,2505.8,0,0,,,1,0
2015-06-15,2015-06-15,2505.3,2520.45,2481.0,2504.8,1262588,316033534025000.0,2015,6,15,25,1285728.0,0,,2505.8,0,0,,,1,0
2015-06-16,2015-06-16,2500.0,2519.3,2494.45,2512.0,633698,159102618710000.0,2015,6,16,25,1262588.0,1,1.0,2504.8,0,0,,,0,0
2015-06-17,2015-06-17,2521.0,2529.15,2501.8,2513.8,987860,248550405310000.0,2015,6,17,25,633698.0,1,0.0,2512.0,0,0,,,0,0
2015-06-18,2015-06-18,2515.0,2546.3,2508.0,2530.05,1082523,274212353610000.0,2015,6,18,25,987860.0,0,,2513.8,0,0,,,1,0
2015-06-19,2015-06-19,2535.0,2555.0,2527.1,2549.55,999805,254629633765000.0,2015,6,19,25,1082523.0,0,,2530.05,0,0,,,1,0
2015-06-20,2015-06-19,2535.0,2555.0,2527.1,2549.55,999805,254629633765000.0,2015,6,19,25,999805.0,0,,2549.55,0,0,,,1,0
2015-06-21,2015-06-19,2535.0,2555.0,2527.1,2549.55,999805,254629633765000.0,2015,6,19,25,999805.0,0,,2549.55,0,0,,,1,0
2015-06-22,2015-06-22,2547.0,2600.0,2547.0,2591.5,551001,142549477735000.0,2015,6,22,26,999805.0,1,1.0,2549.55,0,0,,,0,0
2015-06-23,2015-06-23,2600.0,2608.0,2567.2,2574.6,449159,115974000365000.02,2015,6,23,26,551001.0,1,1.0,2591.5,0,0,,,0,0
2015-06-24,2015-06-24,2580.0,2587.9,2558.85,2570.3,585123,150565166150000.0,2015,6,24,26,449159.0,1,0.0,2574.6,0,0,,,0,0
2015-06-25,2015-06-25,2562.0,2573.0,2544.15,2550.0,965496,246568219255000.03,2015,6,25,26,585123.0,1,0.0,2570.3,0,0,,,0,0
2015-06-26,2015-06-26,2550.2,2596.35,2550.2,2592.8,645051,166411238155000.0,2015,6,26,26,965496.0,1,1.0,2550.0,0,0,,,0,0
2015-06-27,2015-06-26,2550.2,2596.35,2550.2,2592.8,645051,166411238155000.0,2015,6,26,26,645051.0,0,,2592.8,0,0,,,1,0
2015-06-28,2015-06-26,2550.2,2596.35,2550.2,2592.8,645051,166411238155000.0,2015,6,26,26,645051.0,0,,2592.8,0,0,,,1,0
2015-06-29,2015-06-29,2572.0,2604.0,2543.4,2592.9,686378,176376823470000.0,2015,6,29,27,645051.0,0,,2592.8,0,0,,,1,0
2015-06-30,2015-06-30,2585.0,2588.75,2540.0,2550.95,774976,198163432605000.0,2015,6,30,27,686378.0,1,0.0,2592.9,0,0,,,0,0
2015-07-01,2015-07-01,2563.9,2608.0,2556.75,2593.1,639854,165364373950000.0,2015,7,1,27,774976.0,1,1.0,2550.95,0,0,,,0,0
2015-07-02,2015-07-02,2600.0,2602.95,2571.05,2577.75,722940,186793958395000.0,2015,7,2,27,639854.0,1,0.0,2593.1,0,0,,,0,0
2015-07-03,2015-07-03,2573.05,2610.0,2570.0,2603.9,481735,125019006759999.98,2015,7,3,27,722940.0,1,1.0,2577.75,0,0,,,0,0
